site,depth,lateral,time,test,location,values,num_test
1,1,1,45,NO3,P2.C,54.1,TRUE
1,1,1,45,NO3,P1.D,31.8,TRUE
1,1,1,45,NO3,P1.E,31.8,TRUE
1,1,1,45,NO3,P1.F,31.8,TRUE
1,1,1,45,NO3,M,NA,TRUE
1,1,1,45,NO3,Lined,54.1,TRUE
1,1,1,45,NO3,Unlined,31.8,TRUE
1,1,1,45,EC,P2.A,515,TRUE
1,1,1,45,EC,P2.B,515,TRUE
1,1,1,45,EC,P2.C,515,TRUE
1,1,1,45,EC,P1.D,216,TRUE
1,1,1,45,EC,P1.E,216,TRUE
1,1,1,45,EC,P1.F,216,TRUE
1,1,1,45,EC,M,NA,TRUE
1,1,1,45,EC,Lined,515,TRUE
1,1,1,45,EC,Unlined,216,TRUE
1,1,1,45,P,P2.A,0.69,TRUE
1,1,1,45,P,P2.B,0.69,TRUE
1,1,1,45,P,P2.C,0.69,TRUE
1,1,1,45,P,P1.D,0.45,TRUE
1,1,1,45,P,P1.E,0.45,TRUE
1,1,1,45,P,P1.F,0.45,TRUE
1,1,1,45,P,M,NA,TRUE
1,1,1,45,P,Lined,0.69,TRUE
1,1,1,45,P,Unlined,0.45,TRUE
1,1,1,45,TC,P2.A,0,TRUE
1,1,1,45,TC,P2.B,0,TRUE
1,1,1,45,TC,P2.C,0,TRUE
1,1,1,45,TC,P1.D,0,TRUE
1,1,1,45,TC,P1.E,0,TRUE
1,1,1,45,TC,P1.F,0,TRUE
1,1,1,45,TC,M,NA,TRUE
1,1,1,45,TC,Lined,0,TRUE
1,1,1,45,TC,Unlined,0,TRUE
1,1,5,45,pH,P2.A,8.73,TRUE
1,1,5,45,pH,P2.B,8.73,TRUE
1,1,5,45,pH,P2.C,8.73,TRUE
1,1,5,45,pH,P1.D,8.47,TRUE
1,1,5,45,pH,P1.E,8.47,TRUE
1,1,5,45,pH,P1.F,8.47,TRUE
1,1,5,45,pH,M,NA,TRUE
1,1,5,45,pH,Lined,8.73,TRUE
1,1,5,45,pH,Unlined,8.47,TRUE
1,1,5,45,NH4,P2.A,0.42,TRUE
1,1,5,45,NH4,P2.B,0.42,TRUE
1,1,5,45,NH4,P2.C,0.42,TRUE
1,1,5,45,NH4,P1.D,0.16,TRUE
1,1,5,45,NH4,P1.E,0.16,TRUE
1,1,5,45,NH4,P1.F,0.16,TRUE
1,1,5,45,NH4,M,NA,TRUE
1,1,5,45,NH4,Lined,0.42,TRUE
1,1,5,45,NH4,Unlined,0.16,TRUE
1,1,5,45,NO3,P2.A,24.4,TRUE
1,1,5,45,NO3,P2.B,24.4,TRUE
1,1,5,45,NO3,P2.C,24.4,TRUE
1,1,5,45,NO3,P1.D,36.3,TRUE
1,1,5,45,NO3,P1.E,36.3,TRUE
1,1,5,45,NO3,P1.F,36.3,TRUE
1,1,5,45,NO3,M,NA,TRUE
1,1,5,45,NO3,Lined,24.4,TRUE
1,1,5,45,NO3,Unlined,36.3,TRUE
1,1,5,45,EC,P2.A,276,TRUE
1,1,5,45,EC,P2.B,276,TRUE
1,1,5,45,EC,P2.C,276,TRUE
1,1,5,45,EC,P1.D,544,TRUE
1,1,5,45,EC,P1.E,544,TRUE
1,1,5,45,EC,P1.F,544,TRUE
1,1,5,45,EC,M,NA,TRUE
1,1,5,45,EC,Lined,276,TRUE
1,1,5,45,EC,Unlined,544,TRUE
1,1,5,45,P,P2.A,0.6,TRUE
1,1,5,45,P,P2.B,0.6,TRUE
1,1,5,45,P,P2.C,0.6,TRUE
1,1,5,45,P,P1.D,0.51,TRUE
1,1,5,45,P,P1.E,0.51,TRUE
1,1,5,45,P,P1.F,0.51,TRUE
1,1,5,45,P,M,NA,TRUE
1,1,5,45,P,Lined,0.6,TRUE
1,1,5,45,P,Unlined,0.51,TRUE
1,1,5,45,TC,P2.A,0,TRUE
1,1,5,45,TC,P2.B,0,TRUE
1,1,5,45,TC,P2.C,0,TRUE
1,1,5,45,TC,P1.D,38,TRUE
1,1,5,45,TC,P1.E,38,TRUE
1,1,5,45,TC,P1.F,38,TRUE
1,1,5,45,TC,M,NA,TRUE
1,1,5,45,TC,Lined,0,TRUE
1,1,5,45,TC,Unlined,38,TRUE
1,1.5,1,45,pH,P2.A,8.74,TRUE
1,1.5,1,45,pH,P2.B,8.74,TRUE
1,1.5,1,45,pH,P2.C,8.74,TRUE
1,1.5,1,45,pH,P1.D,8.68,TRUE
1,1.5,1,45,pH,P1.E,8.68,TRUE
1,1.5,1,45,pH,P1.F,8.68,TRUE
1,1.5,1,45,pH,M,NA,TRUE
1,1.5,1,45,pH,Lined,8.74,TRUE
1,1.5,1,45,pH,Unlined,8.68,TRUE
1,1.5,1,45,NH4,P2.A,0.11,TRUE
1,1.5,1,45,NH4,P2.B,0.11,TRUE
1,1.5,1,45,NH4,P2.C,0.11,TRUE
1,1.5,1,45,NH4,P1.D,0.17,TRUE
1,1.5,1,45,NH4,P1.E,0.17,TRUE
1,1.5,1,45,NH4,P1.F,0.17,TRUE
1,1.5,1,45,NH4,M,NA,TRUE
1,1.5,1,45,NH4,Lined,0.11,TRUE
1,1.5,1,45,NH4,Unlined,0.17,TRUE
1,1.5,1,45,NO3,P2.A,47.8,TRUE
1,1.5,1,45,NO3,P2.B,47.8,TRUE
1,1.5,1,45,NO3,P2.C,47.8,TRUE
1,1.5,1,45,NO3,P1.D,35.2,TRUE
1,1.5,1,45,NO3,P1.E,35.2,TRUE
1,1.5,1,45,NO3,P1.F,35.2,TRUE
1,1.5,1,45,NO3,M,NA,TRUE
1,1.5,1,45,NO3,Lined,47.8,TRUE
1,1.5,1,45,NO3,Unlined,35.2,TRUE
1,1.5,1,45,EC,P2.A,363,TRUE
1,1.5,1,45,EC,P2.B,363,TRUE
1,1.5,1,45,EC,P2.C,363,TRUE
1,1.5,1,45,EC,P1.D,186,TRUE
1,1.5,1,45,EC,P1.E,186,TRUE
1,1.5,1,45,EC,P1.F,186,TRUE
1,1.5,1,45,EC,M,NA,TRUE
1,1.5,1,45,EC,Lined,363,TRUE
1,1.5,1,45,EC,Unlined,186,TRUE
1,1.5,1,45,P,P2.A,0.52,TRUE
1,1.5,1,45,P,P2.B,0.52,TRUE
1,1.5,1,45,P,P2.C,0.52,TRUE
1,1.5,1,45,P,P1.D,0.52,TRUE
1,1.5,1,45,P,P1.E,0.52,TRUE
1,1.5,1,45,P,P1.F,0.52,TRUE
1,1.5,1,45,P,M,NA,TRUE
1,1.5,1,45,P,Lined,0.52,TRUE
1,1.5,1,45,P,Unlined,0.52,TRUE
1,1.5,1,45,TC,P2.A,0,TRUE
1,1.5,1,45,TC,P2.B,0,TRUE
1,1.5,1,45,TC,P2.C,0,TRUE
1,1.5,1,45,TC,P1.D,0,TRUE
1,1.5,1,45,TC,P1.E,0,TRUE
1,1.5,1,45,TC,P1.F,0,TRUE
1,1.5,1,45,TC,M,NA,TRUE
1,1.5,1,45,TC,Lined,0,TRUE
1,1.5,1,45,TC,Unlined,0,TRUE
1,1.5,5,45,pH,P2.A,8.68,TRUE
1,1.5,5,45,pH,P2.B,8.68,TRUE
1,1.5,5,45,pH,P2.C,8.68,TRUE
1,1.5,5,45,pH,P1.D,8.5,TRUE
1,1.5,5,45,pH,P1.E,8.5,TRUE
1,1.5,5,45,pH,P1.F,8.5,TRUE
1,1.5,5,45,pH,M,NA,TRUE
1,1.5,5,45,pH,Lined,8.68,TRUE
1,1.5,5,45,pH,Unlined,8.5,TRUE
1,1.5,5,45,NH4,P2.A,0.18,TRUE
1,1.5,5,45,NH4,P2.B,0.18,TRUE
1,1.5,5,45,NH4,P2.C,0.18,TRUE
1,1.5,5,45,NH4,P1.D,0.11,TRUE
1,1.5,5,45,NH4,P1.E,0.11,TRUE
1,1.5,5,45,NH4,P1.F,0.11,TRUE
1,1.5,5,45,NH4,M,NA,TRUE
1,1.5,5,45,NH4,Lined,0.18,TRUE
1,1.5,5,45,NH4,Unlined,0.11,TRUE
1,1.5,5,45,NO3,P2.A,68.4,TRUE
1,1.5,5,45,NO3,P2.B,68.4,TRUE
1,1.5,5,45,NO3,P2.C,68.4,TRUE
1,1.5,5,45,NO3,P1.D,18.8,TRUE
1,1.5,5,45,NO3,P1.E,18.8,TRUE
1,1.5,5,45,NO3,P1.F,18.8,TRUE
1,1.5,5,45,NO3,M,NA,TRUE
1,1.5,5,45,NO3,Lined,68.4,TRUE
1,1.5,5,45,NO3,Unlined,18.8,TRUE
1,1.5,5,45,EC,P2.A,322,TRUE
1,1.5,5,45,EC,P2.B,322,TRUE
1,1.5,5,45,EC,P2.C,322,TRUE
1,1.5,5,45,EC,P1.D,364,TRUE
1,1.5,5,45,EC,P1.E,364,TRUE
1,1.5,5,45,EC,P1.F,364,TRUE
1,1.5,5,45,EC,M,NA,TRUE
1,1.5,5,45,EC,Lined,322,TRUE
1,1.5,5,45,EC,Unlined,364,TRUE
1,1.5,5,45,P,P2.A,0.62,TRUE
1,1.5,5,45,P,P2.B,0.62,TRUE
1,1.5,5,45,P,P2.C,0.62,TRUE
1,1.5,5,45,P,P1.D,0.47,TRUE
1,1.5,5,45,P,P1.E,0.47,TRUE
1,1.5,5,45,P,P1.F,0.47,TRUE
1,1.5,5,45,P,M,NA,TRUE
1,1.5,5,45,P,Lined,0.62,TRUE
1,1.5,5,45,P,Unlined,0.47,TRUE
1,1.5,5,45,TC,P2.A,0,TRUE
1,1.5,5,45,TC,P2.B,0,TRUE
1,1.5,5,45,TC,P2.C,0,TRUE
1,1.5,5,45,TC,P1.D,6,TRUE
1,1.5,5,45,TC,P1.E,6,TRUE
1,1.5,5,45,TC,P1.F,6,TRUE
1,1.5,5,45,TC,M,NA,TRUE
1,1.5,5,45,TC,Lined,0,TRUE
1,1.5,5,45,TC,Unlined,6,TRUE
1,1,0.5,175,pH,P2.A,8.22,TRUE
1,1,0.5,175,pH,P2.B,8.46,TRUE
1,1,0.5,175,pH,P2.C,8.14,TRUE
1,1,0.5,175,pH,P1.D,8.15,TRUE
1,1,0.5,175,pH,P1.E,9.02,TRUE
1,1,0.5,175,pH,P1.F,8.32,TRUE
1,1,0.5,175,pH,M,8.14,TRUE
1,1,0.5,175,pH,Lined,8.24,TRUE
1,1,0.5,175,pH,Unlined,8.41,TRUE
1,1,0.5,175,NH4,P2.A,1.12,TRUE
1,1,0.5,175,NH4,P2.B,1.01,TRUE
1,1,0.5,175,NH4,P2.C,0.7,TRUE
1,1,0.5,175,NH4,P1.D,1.04,TRUE
1,1,0.5,175,NH4,P1.E,1.06,TRUE
1,1,0.5,175,NH4,P1.F,1.33,TRUE
1,1,0.5,175,NH4,M,1.03,TRUE
1,1,0.5,175,NH4,Lined,0.97,TRUE
1,1,0.5,175,NH4,Unlined,1.12,TRUE
1,1,0.5,175,NO3,P2.A,7.5,TRUE
1,1,0.5,175,NO3,P2.B,3.16,TRUE
1,1,0.5,175,NO3,P2.C,1.82,TRUE
1,1,0.5,175,NO3,P1.D,12.78,TRUE
1,1,0.5,175,NO3,P1.E,12.88,TRUE
1,1,0.5,175,NO3,P1.F,8.7,TRUE
1,1,0.5,175,NO3,M,7.9,TRUE
1,1,0.5,175,NO3,Lined,5.1,TRUE
1,1,0.5,175,NO3,Unlined,10.57,TRUE
1,1,0.5,175,EC,P2.A,326,TRUE
1,1,0.5,175,EC,P2.B,534,TRUE
1,1,0.5,175,EC,P2.C,443,TRUE
1,1,0.5,175,EC,P1.D,110,TRUE
1,1,0.5,175,EC,P1.E,459,TRUE
1,1,0.5,175,EC,P1.F,2130,TRUE
1,1,0.5,175,EC,M,611,TRUE
1,1,0.5,175,EC,Lined,478.5,TRUE
1,1,0.5,175,EC,Unlined,827.5,TRUE
1,1,0.5,175,P,P2.A,0.66,TRUE
1,1,0.5,175,P,P2.B,0.54,TRUE
1,1,0.5,175,P,P2.C,0.43,TRUE
1,1,0.5,175,P,P1.D,0.43,TRUE
1,1,0.5,175,P,P1.E,0.65,TRUE
1,1,0.5,175,P,P1.F,0.54,TRUE
1,1,0.5,175,P,M,0.55,TRUE
1,1,0.5,175,P,Lined,0.55,TRUE
1,1,0.5,175,P,Unlined,0.54,TRUE
1,1,0.5,175,TC,P2.A,1800000,TRUE
1,1,0.5,175,TC,P2.B,1800000,TRUE
1,1,0.5,175,TC,P2.C,1400000,TRUE
1,1,0.5,175,TC,P1.D,8200000,TRUE
1,1,0.5,175,TC,P1.E,1200000,TRUE
1,1,0.5,175,TC,P1.F,6900000,TRUE
1,1,0.5,175,TC,M,1300000,TRUE
1,1,0.5,175,TC,Lined,1575000,TRUE
1,1,0.5,175,TC,Unlined,4400000,TRUE
1,1.5,0.5,175,pH,P2.A,8.45,TRUE
1,1.5,0.5,175,pH,P2.B,8.55,TRUE
1,1.5,0.5,175,pH,P2.C,8.26,TRUE
1,1.5,0.5,175,pH,P1.D,7.19,TRUE
1,1.5,0.5,175,pH,P1.E,9.11,TRUE
1,1.5,0.5,175,pH,P1.F,8.85,TRUE
1,1.5,0.5,175,pH,M,7.4,TRUE
1,1.5,0.5,175,pH,Lined,8.17,TRUE
1,1.5,0.5,175,pH,Unlined,8.14,TRUE
1,1.5,0.5,175,NH4,P2.A,1,TRUE
1,1.5,0.5,175,NH4,P2.B,0.6,TRUE
1,1.5,0.5,175,NH4,P2.C,0.32,TRUE
1,1.5,0.5,175,NH4,P1.D,1.05,TRUE
1,1.5,0.5,175,NH4,P1.E,1.05,TRUE
1,1.5,0.5,175,NH4,P1.F,1.32,TRUE
1,1.5,0.5,175,NH4,M,1.03,TRUE
1,1.5,0.5,175,NH4,Lined,0.74,TRUE
1,1.5,0.5,175,NH4,Unlined,1.11,TRUE
1,1.5,0.5,175,NO3,P2.A,7.3,TRUE
1,1.5,0.5,175,NO3,P2.B,3.75,TRUE
1,1.5,0.5,175,NO3,P2.C,1.84,TRUE
1,1.5,0.5,175,NO3,P1.D,12.76,TRUE
1,1.5,0.5,175,NO3,P1.E,12.9,TRUE
1,1.5,0.5,175,NO3,P1.F,7.8,TRUE
1,1.5,0.5,175,NO3,M,9.4,TRUE
1,1.5,0.5,175,NO3,Lined,5.57,TRUE
1,1.5,0.5,175,NO3,Unlined,10.72,TRUE
1,1.5,0.5,175,EC,P2.A,251,TRUE
1,1.5,0.5,175,EC,P2.B,235,TRUE
1,1.5,0.5,175,EC,P2.C,815,TRUE
1,1.5,0.5,175,EC,P1.D,311,TRUE
1,1.5,0.5,175,EC,P1.E,246,TRUE
1,1.5,0.5,175,EC,P1.F,392,TRUE
1,1.5,0.5,175,EC,M,869,TRUE
1,1.5,0.5,175,EC,Lined,542.5,TRUE
1,1.5,0.5,175,EC,Unlined,454.5,TRUE
1,1.5,0.5,175,P,P2.A,0.63,TRUE
1,1.5,0.5,175,P,P2.B,0.53,TRUE
1,1.5,0.5,175,P,P2.C,0.33,TRUE
1,1.5,0.5,175,P,P1.D,0.66,TRUE
1,1.5,0.5,175,P,P1.E,0.64,TRUE
1,1.5,0.5,175,P,P1.F,0.54,TRUE
1,1.5,0.5,175,P,M,0.77,TRUE
1,1.5,0.5,175,P,Lined,0.57,TRUE
1,1.5,0.5,175,P,Unlined,0.65,TRUE
1,1.5,0.5,175,TC,P2.A,1700000,TRUE
1,1.5,0.5,175,TC,P2.B,2100000,TRUE
1,1.5,0.5,175,TC,P2.C,3800000,TRUE
1,1.5,0.5,175,TC,P1.D,1400000,TRUE
1,1.5,0.5,175,TC,P1.E,12500000,TRUE
1,1.5,0.5,175,TC,P1.F,8200000,TRUE
1,1.5,0.5,175,TC,M,12300000,TRUE
1,1.5,0.5,175,TC,Lined,4975000,TRUE
1,1.5,0.5,175,TC,Unlined,8600000,TRUE
1,1.5,1,175,pH,P2.A,7.95,TRUE
1,1.5,1,175,pH,P2.B,8.47,TRUE
1,1.5,1,175,pH,P2.C,8.23,TRUE
1,1.5,1,175,pH,P1.D,8.48,TRUE
1,1.5,1,175,pH,P1.E,9,TRUE
1,1.5,1,175,pH,P1.F,7.31,TRUE
1,1.5,1,175,pH,M,NA,TRUE
1,1.5,1,175,pH,Lined,8.22,TRUE
1,1.5,1,175,pH,Unlined,8.26,TRUE
1,1.5,1,175,NH4,P2.A,0.7,TRUE
1,1.5,1,175,NH4,P2.B,1.06,TRUE
1,1.5,1,175,NH4,P2.C,0.98,TRUE
1,1.5,1,175,NH4,P1.D,1.07,TRUE
1,1.5,1,175,NH4,P1.E,1.04,TRUE
1,1.5,1,175,NH4,P1.F,1.22,TRUE
1,1.5,1,175,NH4,M,NA,TRUE
1,1.5,1,175,NH4,Lined,0.91,TRUE
1,1.5,1,175,NH4,Unlined,1.11,TRUE
1,1.5,1,175,NO3,P2.A,7.9,TRUE
1,1.5,1,175,NO3,P2.B,3.16,TRUE
1,1.5,1,175,NO3,P2.C,1.89,TRUE
1,1.5,1,175,NO3,P1.D,12.79,TRUE
1,1.5,1,175,NO3,P1.E,13.8,TRUE
1,1.5,1,175,NO3,P1.F,7.9,TRUE
1,1.5,1,175,NO3,M,NA,TRUE
1,1.5,1,175,NO3,Lined,4.32,TRUE
1,1.5,1,175,NO3,Unlined,11.5,TRUE
1,1.5,1,175,EC,P2.A,513,TRUE
1,1.5,1,175,EC,P2.B,336,TRUE
1,1.5,1,175,EC,P2.C,521,TRUE
1,1.5,1,175,EC,P1.D,527,TRUE
1,1.5,1,175,EC,P1.E,143,TRUE
1,1.5,1,175,EC,P1.F,1687,TRUE
1,1.5,1,175,EC,M,NA,TRUE
